# timestamp tx ty tz qx qy qz qw
1403636620.763555765152 -0.008453933488 -0.065425519750 -0.019891991436 0.593690055255 0.527310654474 -0.419195800459 0.440170958659
1403636620.813555479050 -0.008475775144 -0.065351217550 -0.019949668467 0.593680680544 0.527302156956 -0.419274001042 0.440119298451
1403636620.863555669785 -0.008468327427 -0.065225360282 -0.020000269029 0.593685555822 0.527299436739 -0.419260447767 0.440128892215
1403636620.913555622101 -0.008502516369 -0.065156089638 -0.020041042370 0.593712418981 0.527268949702 -0.419296567510 0.440094770137
1403636620.963555574417 -0.008603408712 -0.065078663095 -0.020100784995 0.593746500652 0.527275968972 -0.419242452163 0.440091935636
1403636621.013555526733 -0.008719526390 -0.065021631090 -0.020197178446 0.593777018943 0.527321177991 -0.419206584880 0.440030755983
1403636621.063555717468 -0.008897616688 -0.064865409669 -0.020322764265 0.593529646567 0.527480203344 -0.418947535035 0.440420431649
1403636621.113555431366 -0.009042501548 -0.065153412997 -0.020345081192 0.593728983361 0.527324737127 -0.419307824782 0.439994845433
1403636621.163555622101 -0.009321708555 -0.065172637709 -0.020557441651 0.593483727391 0.527567716617 -0.419008869481 0.440319130860
1403636621.213555574417 -0.009684269186 -0.065397367859 -0.020671974875 0.593635815086 0.527330706042 -0.419292606158 0.440127885885
1403636621.263555765152 -0.010096142016 -0.065396623024 -0.020901764659 0.593536137399 0.527524103890 -0.419002847783 0.440306469367
1403636621.313555479050 -0.010600489005 -0.065560818635 -0.021048507602 0.593694933237 0.527382324633 -0.419214121806 0.440061052573
1403636621.363555669785 -0.011104462052 -0.065507477451 -0.021263158745 0.593569541548 0.527482008862 -0.419062171585 0.440255409984
1403636621.413555622101 -0.011527985308 -0.065645865494 -0.021498692099 0.593750962503 0.527359448968 -0.419250790117 0.439977932512
1403636621.463555574417 -0.011941248314 -0.065562985639 -0.021768007184 0.593590599763 0.527461746278 -0.419081358805 0.440233030097
1403636621.513555526733 -0.012316680810 -0.065578071167 -0.022001122414 0.593701378999 0.527412134905 -0.419176524587 0.440052444335
1403636621.563555717468 -0.012697731880 -0.065406979421 -0.022323825071 0.593596895998 0.527524853287 -0.419016295729 0.440210856455
1403636621.613555431366 -0.013126273010 -0.065375063776 -0.022545747737 0.593735737100 0.527403417906 -0.419149492936 0.440042284154
1403636621.663555622101 -0.013615309862 -0.065196472494 -0.022796903082 0.593647311867 0.527503741476 -0.418987582499 0.440195499243
1403636621.713555574417 -0.009439168303 -0.069990867595 -0.017832063529 0.593418399625 0.527486292514 -0.419365877895 0.440164826688
1403636621.763555765152 -0.009602744477 -0.070106317192 -0.017899254596 0.593329864276 0.527552505834 -0.419306585496 0.440261300942
1403636621.813555479050 -0.008551488947 -0.070547838323 -0.017506913189 0.593598966724 0.527437756905 -0.419272446024 0.440068512054
1403636621.863555669785 -0.008693882543 -0.070628779956 -0.017669840811 0.593599342506 0.527505520014 -0.419178294655 0.440076475424
1403636621.913555622101 -0.007893061439 -0.069938366136 -0.016445557486 0.593610377989 0.527262898436 -0.419528560173 0.440018570377
1403636621.963555574417 -0.007889729349 -0.069867290325 -0.016540291947 0.593578484800 0.527217400393 -0.419630552469 0.440018857028
1403636622.013555526733 -0.007985684363 -0.070127116793 -0.016727963943 0.593577955683 0.527348592962 -0.419405091873 0.440077312456
1403636622.063555717468 -0.007957066007 -0.070166414940 -0.016850457661 0.593569392209 0.527302919623 -0.419512790666 0.440040936797
1403636622.113555431366 -0.007245799781 -0.070145918355 -0.016282706757 0.593735768488 0.527183268251 -0.419514249265 0.439958445262
1403636622.163555622101 -0.007223259235 -0.070069952680 -0.016436907695 0.593703322882 0.527201862480 -0.419540643262 0.439954780912
1403636622.213555574417 -0.006459496907 -0.069963470320 -0.015920436529 0.593744475574 0.527137889990 -0.419652846886 0.439868879056
1403636622.263555765152 -0.006298052007 -0.069762754612 -0.016042654072 0.593752122963 0.527193157644 -0.419597952762 0.439844687416
1403636622.313555479050 -0.006086181841 -0.068608673205 -0.015433127737 0.593588018729 0.527105126247 -0.419766315108 0.440011011914
1403636622.363555669785 -0.005684981184 -0.068322441576 -0.015469398376 0.593567456421 0.527141412017 -0.419735234826 0.440024930043
1403636622.413555622101 -0.006092341167 -0.068365790842 -0.015165652050 0.593609845361 0.527150968124 -0.419777644321 0.439915830159
1403636622.463555574417 -0.005916077802 -0.068133724705 -0.015260119476 0.593583750052 0.527145072684 -0.419790295194 0.439946033144
1403636622.513555526733 -0.006310048519 -0.067905125136 -0.015320991434 0.593472885450 0.527299601257 -0.419717925678 0.439979462718
1403636622.563555717468 -0.006205766273 -0.067771625926 -0.015433422636 0.593487503243 0.527288788106 -0.419706910123 0.439983212211
1403636622.613555431366 -0.005840508854 -0.066814551883 -0.015128761676 0.593311670396 0.527481881146 -0.419676071953 0.440018319465
1403636622.663555622101 -0.005754107323 -0.066729690058 -0.015177117960 0.593266570542 0.527457554766 -0.419790026878 0.439999588104
